playlist_id	playlist_name	playlist_description	playlist_num_tracks	playlist_num_followers
37i9dQZF1DWYi4w24l7FTx	Spotify Orchestra: Cello	Cello is the closest sounding instrument to the <a href="https://open.spotify.com/user/spotify/playlist/2buJxP9hm7N9tMgt8Jfbx0">human voice</a>. This collection features 50 celebrated cellists/groups performing 50 iconic works, from almost as many composers. More playlists: <a href="spotify:user:spotify:playlist:4NqwtsMu5EBrUBhKK6vLmB">Violin</a>, <a href="spotify:user:spotify:playlist:4Y9zzMRm0OiPYgKOIX2VKA">Viola</a>, <a href="spotify:user:spotify:playlist:3SIYontohJmdGn2utiIb4E">Double Bass</a>.	50	186798
37i9dQZF1DXafCT9DHTijq	Classical Halloween	A spine-chilling selection of classical favourites and supernatural soundtracks.	48	76867
37i9dQZF1DXcj60FvXn3Et	Women of Soundtracks	Extraordinary soundtracks composed by extraordinary women. Photo: <a href="spotify:artist:2lD1D6eEh7xQdBtnl2Ik7Y">Hildur Guðnadóttir</a>	51	46974
37i9dQZF1DX21bRPJuEN7r	Composer Weekly: Michael Nyman	Updated every week @Composer Weekly. An introduction to composer Michael Nyman, one of the most influential and popular classical composers of our time.	30	161783
37i9dQZF1DX7dzHXrANAir	Classical X	The genre-defying artists inspired by classical music. Photo: Nils Frahm.	111	96601
37i9dQZF1DXbaZdHeCwl9C	Early Classical	50 splendid recordings of historically informed performance, which uses both period instruments and performance practice, in order to present music works faithfully, in the style of the era when the piece was originally conceived.	50	42475
37i9dQZF1DXajUXy2f1Dsi	Top Latin Classical	Immerse yourself in the brilliant sounds of Latin composers.	50	23557
37i9dQZF1DXddGd6mP5X2a	Orchestra 100: Spotify Picks	100 of the greatest orchestral works. From early Handel to contemporary Ligeti and Górecki. Monumental and romantic with Bruckner and Strauss. Classical symphonies by Beethoven and Mozart. Elegant orchestration by Mahler and Ravel.	100	146690
37i9dQZF1DXbIeCFU20wRm	Atmospheric Sci-fi Soundtracks	<p>Enter another dimension of classical music with these atmospheric Sci-fi soundtracks. Twin playlist: <a href="spotify:user:spotify:playlist:37i9dQZF1DX0i61tT0OnnK">Space-themed Classical Music</a>.</p>	56	498026
37i9dQZF1DWVfS4Cdd3PNf	Opera 100: Spotify Picks	100 highlight tracks from 100 great operas, including masterpieces of baroque era (Monteverdi, Rameau, Gluck) all the way to 20th century and contemporary classics (Ligeti, Saariaho, John Adams).	100	253860
37i9dQZF1DXah8e1pvF5oE	Piano 100: Spotify Picks	100 best pieces for unaccompanied  piano(s), played by some of the most brilliant pianists in modern recording era. From the most familiar masterpieces, to many little known gems.	101	268077
37i9dQZF1DX7cBprxbt1Fn	Gentle Classical	Gentle, relaxing <a href="spotify:genre:classical">classical</a> music.	67	251799
37i9dQZF1DWZtZ8vUCzche	Songs To Test Headphones With	Enjoy your perfect headphones jam with this eclectic collection of brilliantly produced and recorded tracks. These can serve as audiophile reference tracks, but they are great music that can be enjoyed on any headphones or stereo as well!  <a href="spotify:user:spotify:playlist:37i9dQZF1DWWISLnAIWyCZ">Classical version here</a>.	150	661362
37i9dQZF1DX1W7If2h64K3	This Is Schumann	Discover the music of Schumann.	60	24477
37i9dQZF1DWWYlokKRoQoC	This Is John Prine	All the essentials, one playlist.	91	105563
1scnlLVq91NGtsA9sh0hfw	Nicholas Sparks | Songs from the Soundtracks	Go behind the scenes of the <a href="http://www.twobytwomusic.com">Two By Two</a> book soundtrack curated by <a href="spotify:user:nicholassparksofficial">Nicholas Sparks</a> and featuring songs from <a href="spotify:artist:410MPX0LjYx4PFgIJsBbPT">JD Eicher</a>. Then, linger a while with soundtrack selections from your favorite Nicholas Sparks films.	53	340
37i9dQZF1DX3LyU0mhfqgP	Out Now	Claim your space with the newest songs from LGBTQIA+ artists. Cover: Lil Nas X	75	733556
37i9dQZF1DX59HcpGmPXYR	Pride Classics	The revolutionaries, the allies, and the just plain fabulous: these flawless tracks are beyond perfect for Pride. Cover: Lady Gaga	60	613139
37i9dQZF1DWTMR78LDoAZC	Alternative Pride	Alternative and indie artists from across the Pride spectrum. Cover: Hope Tala	92	104082
37i9dQZF1DWX82ahbDuQIz	Best of Broadway	Musical songs from Broadway and beyond. Cover: Idina Menzel	50	406283
37i9dQZF1DXbmCTvLQy5AO	Work It, Own It	Empowered rhymes and vibes. Cover: Young M.A	51	138202
37i9dQZF1DWZZCoBbLu26P	Fierce	Queens everywhere - givin' us life. Cover: Trixie Mattel	71	65234
37i9dQZF1DX5TMFhaZc9ov	Queer As Folk	Lyrical. Legit. This Pride vision of Folk, Americana, and Singer-Songwriter music features LGBTQQIA+ acts and allies. Cover: Amythyst Kiah	81	101462
37i9dQZF1DWTLrNDPW5co2	Club Resistance	Bold and pioneering. LGBTQIA+ artists and allies at the centre of electronic music culture. Cover: India Jordan	54	146691
37i9dQZF1DX2GKumqRIZ7g	Disco Fever	Four to the floor with your disco queens and kings. Cover: Sylvester	50	618766
37i9dQZF1DWZTHlwqNeZ4l	Tegan and Sara: Pride	Tapping Gallant, ANOHNI, and more, the Canadian duo forge a Pride list that defines eclecticism. Listen for a new tune with Ingrid Michaelson.	27	9614
37i9dQZF1DX6WKkjNUHy2F	Adam Lambert: Pride	The inspiration to be who you truly are—that’s at the center of the Pride playlist curated by the pop vocalist and Queen collaborator.	26	16571
37i9dQZF1DXaEC8MQ0kjtY	This Is: Troye Sivan	Take a look at Australia's future king of Pop.	44	349286
37i9dQZF1DX5xCgFwl423z	Rufus Wainwright: Pride	Sylvester, Klaus Nomi, Judy Garland, and a slew of his own songs—peek into the singer-songwriter’s timeless world, in celebration of Pride.	30	1941
37i9dQZF1DXajWk2WkW4sa	Kathy Griffin #PressPlayForPride	<a href="spotify:artist:7ahoEOUbXDm3vYTvOHWXbe">Kathy Griffin</a> joins us to #PressPlayForPride. Discover more at <a href="https://open.spotify.com/genre/pride">spotify.com/pride.</a>	23	1043
37i9dQZF1DX3V9xyjs9Om5	Betty Who: Pride	You’ll vibe with the frothy pop and empowering club classics in this Pride collection from the Aussie synth-pop diva with a human touch.	20	2338
37i9dQZF1DX7wHseZmxqFF	Little Mix: Pride	The UK girl group grab the power and show their love for Pride, unfurling a no-fail list of pop party jams and club classics.	27	12009
37i9dQZF1DWTWaD7ByJaBc	MNEK: Pride	Artist, producer and writer behind many of your favourite songs makes his Pride selection for you.	23	15514
37i9dQZF1DX4yLn8TpmS3h	Years & Years: Pride	Drawing from R&B, indie, pop, and more, the electropop act’s singer Olly Alexander shines a light on LGBTQIA+ artists that inspire.	26	16897
37i9dQZF1DX6RDaNNfUPt3	Shura #PressPlayForPride	<a href="spotify:artist:1qpR5mURxk3d8f6mww6uKT">Shura</a> joins us to #PressPlayForPride. Discover more at <a href="https://open.spotify.com/genre/pride">spotify.com/pride.</a>	26	1409
37i9dQZF1DX8SiEKUUEVVi	Conchita: Pride	Intoxicating, joyful pop captures the Pride spirit for the Austrian drag queen and Eurovision Song Contest 2014 winner.	29	5069
37i9dQZF1DXdLtD0qszB1w	This Is The Beatles	Come together to listen to their greatest hits.	90	2755028
37i9dQZF1DWYHkSks5rujC	The Long and Winding Road	A journey through The Beatles' career.	50	203438
37i9dQZF1DX5k1GSjYBi0z	All You Need Is Love	During the height of the 60s, no one knew how to convey the message of love and peace better than the Beatles.	50	274747
37i9dQZF1DWZreqadA03A8	Lucy In The Sky With Diamonds	Imaginative. Inventive. Ingenius. Influential. Here are the Beatles at their most experimental; changing and shaping the face of music forever.	51	164411
37i9dQZF1DXdwF9DytRe8w	Here Comes The Sun	Start your day with The Beatles!	50	338987
37i9dQZF1DXcHV6YH5zTsV	Twist and Shout	Get ready to twist and shout - this is the ultimate Beatles party playlist.	50	81624
37i9dQZF1DWVDVRzaLYm4M	This Is George Harrison	The quiet Beatle. Listen to all his essential tracks.	50	159922
37i9dQZF1DX2PB4Qx11qXU	This Is: Paul McCartney	The essential songs from Paul McCartney's solo career and the Wings.	71	161362
37i9dQZF1DWULtPSrLama7	This Is Ringo Starr	Former member of The Beatles.	42	25641
37i9dQZF1DX5CrSNP0mzoZ	This is: Sir George Martin	Sir George Martins most essential work, all in one playlist.	57	37698
37i9dQZF1DWVs8I62NcHks	Disney Favorites	All your favorite <a href="spotify:user:128899670">Disney</a> classics, new and old. Cover: <a href="spotify:album:6WjuMbjLJHdI0EwjJR9ChA">Forky and Woody</a>	73	1789925
37i9dQZF1DX95gx8SY6DLX	This Is The Doors	All of their essential songs, all in one place.	50	500970
37i9dQZF1DXec50AjHrNTq	This Is AC/DC	AC/DC is back with the brand new album POWER UP !	59	1659756
37i9dQZF1DWZUozJiHy44Y	This Is Adele	All of the UK <a href="spotify:artist:4dpARuHxo51G3z768sgnrY">singer-songwriter</a>'s memorable songs, in a single playlist.	25	2097158
37i9dQZF1DWZMCPjHG57gq	This Is Al Green	Hear all the best songs by the monumental <a href="spotify:artist:3dkbV4qihUeMsqN4vBGg93">soul singer</a>.	26	149114
37i9dQZF1DWXMmak2OV7PN	This Is alt-J	The best of alt-J, so far.	27	173970
37i9dQZF1DX6bJVMtDYJHx	This Is Aretha Franklin	Celebrating the legacy of the undisputed Queen of Soul, Aretha Franklin.  Her most essential tracks, all in one playlist.	51	315530
37i9dQZF1DX4EKARgqYPFZ	This Is blink-182	The essential blink-182, all in one place.	50	401304
37i9dQZF1DX177vQ7mVRmP	This Is Bruno Mars	Latest single Skate plus all the essential Bruno Mars hits!	47	3061270
37i9dQZF1DX6GiJlVeD6Ou	This is: Carole King	Carole King's most essential tracks, all in one playlist.	46	101981
37i9dQZF1DX5WtNRbfbuUo	This is Deep Purple	Deep Purple´s most essential tracks, all in one playlist.	49	217491
37i9dQZF1DX3BSwupE5hR7	This Is Depeche Mode	Depeche Mode, the essential tracks, all in one playlist.	51	479039
37i9dQZF1DWVRrLXgTbWFy	This Is: Dispatch	This is: Dispatch. The essential tracks, all in one playlists.	46	21085
37i9dQZF1DWWxPM4nWdhyI	This Is Ed Sheeran	New music as it arrives, alongside all his biggest hits.	44	4868615
37i9dQZF1DWVstK6FYh8Nw	This Is Future	The Atlanta-born <a href="spotify:artist:1RyvyyTE3xzB2ZywiAwp0i">rapper</a>'s dopest songs plus his latest bangers.	50	459520
37i9dQZF1DXcIVSTUG9zAG	This Is: George Michael	Listen to a collection of his greatest hits. This Is: George Michael	47	456913
37i9dQZF1DWUifRttnt99X	This Is: Gillian Welch	An essential collection of songs from the <a href="spotify:artist:2H5elA2mJKrHmqkN9GSfkz">folk icon</a>.	59	18089
37i9dQZF1DX3Csy1LFxjkI	This Is James Arthur	All his biggest hits, all in one place.	42	457868
37i9dQZF1DX9OTdoPfdJpF	This is: Jamiroquai	Jamiroquai, the essential tracks, all in one playlist.	50	290483
37i9dQZF1DWYrlaUEYy4Vg	This Is John Mayer	John Mayer's new album Sob Rock and his greatest songs all in one playlist.	60	708209
37i9dQZF1DX8DxW4iib3Eq	This Is John Legend	Check out this collection of amazing John Legend tracks.	40	306518
37i9dQZF1DXc2aPBXGmXrt	This Is Justin Bieber	This is the essential Justin Bieber.	69	2365211
37i9dQZF1DXc7FZ2VBjaeT	This Is Lady Gaga	The essential tracks, all in one playlist.	48	1227865
37i9dQZF1DX1xlmTNXq2Qg	This Is LANY	Time for dancing in the kitchen!	53	759504
37i9dQZF1DX3Hdbt1R3mYP	This Is Laura Marling	One of the most important British folk artists of the 21st century. This is Laura Marling	46	29511
37i9dQZF1DWULYh276RumE	This Is Miranda Lambert	All Miranda... All The Time. Enjoy the new singles, "Bluebird" and "Settling Down" now!	63	138977
37i9dQZF1DWTG97QsiXgEX	This Is Muse	The essential Muse, all in one place.	50	608215
37i9dQZF1DWT6VDwxLyl0W	This Is Neil Young	Enjoy over 50 years of musical genius.	50	263375
37i9dQZF1DX8OYzU0lx5hL	This Is Nina Simone	One of the finest <a href="spotify:artist:7G1GBhoKtEPnP86X2PvEYO">voices</a> we've ever known. Now hear her greatest songs.	50	322763
37i9dQZF1DWThFkopzOaNW	This Is New Edition	Celebrate the career of one of the most influential <a href="spotify:artist:1mFX1QlezK1lNPKQJkhwWb">R&B groups</a> of all time.	46	100460
37i9dQZF1DX6p4TJxzMRDe	This Is One Direction	Dance all night to the best songs ever!	50	2250096
37i9dQZF1DXbZBKpgxsyXU	This Is OneRepublic	The essential tracks, all in one playlist.	40	378555
37i9dQZF1DX4dWEvmDfGoP	This Is Raffi	An essential introduction to Raffi.	52	50519
37i9dQZF1DX6JzJ8vAK836	This Is Prince	Pop, rock, funk, R&B, psychedelia—the man from Minneapolis was a true original and earth-shattering performer. Hear <a href="spotify:artist:5a2EaR3hamoenG9rDuVn8j">Prince Rogers Nelson</a>'s best right now.	74	707534
37i9dQZF1DWXqcBHh7a68E	This Is: Rag'n'Bone Man	The essential tracks, all in one playlist.	35	224330
37i9dQZF1DX024QaIPhrkq	This Is Soundgarden	The essential Soundgarden, all in one playlist.	50	131785
37i9dQZF1DX1zj9CzXszqD	This Is: Status Quo	A collection of the essential Status Quo songs.	38	53429
37i9dQZF1DWWYIyS8LLUDj	This Is Stevie Wonder	Stevie Wonder, the essential tracks, all in one playlist.	50	360078
37i9dQZF1DXaZan2kzvaVc	This Is The Beach Boys	The Beach Boys, the essential tracks, all in one playlist.	50	237687
37i9dQZF1DX5COO9vTaRpO	This Is The Rolling Stones	The Rolling Stones essential tracks, all in one playlist.	51	776741
37i9dQZF1DX6bnzK9KPvrz	This Is The Weeknd	This is the essential The Weeknd.	66	2452797
37i9dQZF1DXctzlWgrxNLn	This Is Thomas Rhett	This is Thomas Rhett. The essential tracks, all in one playlist.	74	157799
37i9dQZF1DX5xFQkXoZxdM	This Is: Trey Songz	This is the essential collection of songs from Trey Songz.	56	181870
37i9dQZF1DX8f6VxHEcGCN	This Is Bob Dylan	The man, the myth, the legend.	74	426813
37i9dQZF1DWZais6SIaMts	This Is Bonobo	The pivotal tracks by the genre-redefining <a href="spotify:artist:0cmWgDlu9CwTgxPhf403hb">producer</a>, composer, and DJ + his new single with TEED '6000 ft.'	46	131639
37i9dQZF1DWXcA2XXbXQ3d	This Is Britney Spears	Definitive career highlights from Britney Jean Spears.	46	658042
37i9dQZF1DX9qkL85stcHs	This is Bruce Springsteen	The essential tracks with Bruce Springsteen.	70	471798
37i9dQZF1DX3w9f3pg1Dyc	This is: Cher	Cher's most essential tracks, all in one playlist.	37	205790
37i9dQZF1DX0LonJ1uN97e	This Is Chuck Berry	Chuck Berry, the essential tracks, all in one playlist.	57	97620
37i9dQZF1DWZAkrucRF6Gq	This Is Daft Punk	Celebrated masters of 'French touch', This Is Daft Punk.	41	739537
37i9dQZF1DX9AUVnnnNUND	This Is Eagles	Eagles, the essential tracks, all in one playlist.	46	564780
37i9dQZF1DX3yvjXSVJwJV	This Is Earth, Wind & Fire	Can't hide our love for the <a href="spotify:artist:4QQgXkCYTt3BlENzhyNETg">funk-soul outfit</a>. Hear all their pivotal tracks now.	24	282434
37i9dQZF1DX7VulteLVOkq	This Is Elton John	Just some of the many highlights from the <a href="spotify:artist:3PhoLpVuITZKcymswpck5b">Rocket Man</a>'s glittering career - this is Elton John.	48	980936
37i9dQZF1DXdRITMyVwc9y	This is: Emeli Sandé	Her biggest hits and best-loved collaborations, all in one playlist.	38	61099
37i9dQZF1DWSxQLa5KoDYW	This Is Gorillaz	The best of Gorillaz, in one place.	58	792429
37i9dQZF1DX7QOv5kjbU68	This Is Drake	Hear all of Drake's biggest and best hits in one playlist. Thank us later.	84	3337180
37i9dQZF1DX8N0xov3IdrH	This is Jerry Garcia	From early performances to iconic Grateful Dead, enjoy key picks that highlight the folk, bluegrass, and old time virtuosity of Jerry Garcia.	60	63423
37i9dQZF1DX94esvuBEVw6	This Is Joni Mitchell	Celebrate 50 years of her iconic album, "Blue," alongside the very best songs of this songwriting icon.	63	122651
37i9dQZF1DWY24WaVcCqqH	This Is Little Mix	Celebrating 10 years of Little Mix!	61	920911
37i9dQZF1DX7FLzW9rNIxr	This Is London Grammar	They have not been wasting their young years - they have been making some of the most beautiful music in the world.	31	176063
37i9dQZF1DXdVelxaccCqL	This Is Lou Reed	Lou Reed, the essential tracks, all in one playlist.	50	77983
37i9dQZF1DWXDAhqlN7e6W	This Is: Max Martin	Hits written and produced by Max Martin.	44	69986
37i9dQZF1DWTqZKf590Jo5	This is: Maxwell	Celebrate R&amp;B crooner Maxwell's career with this essential collection of songs.	23	90842
37i9dQZF1DX5P58TnuVGha	This Is Margo Price	Your essential collection, all in one playlist.	25	6972
37i9dQZF1DWYEHBVWXZn8H	This Is Nick Cave	The essential tracks, all in one playlist.	65	127823
37i9dQZF1DX6JuPU62sIoU	This Is Nickelback	Get all the essential music by Nickelback.	33	473307
37i9dQZF1DX1XDyq5cTk95	This Is Radiohead	The essential Radiohead, all in one playlist.	67	535099
37i9dQZF1DWSNpCo0vJUOm	This Is: R.E.M.	The ones we love. This is R.E.M.	59	233232
37i9dQZF1DWWhBhYl3ZMvY	This Is Rihanna	Catch all the essential tracks by the multitalented Rihanna.	48	2221371
37i9dQZF1DX8IAL5KfmFJA	This Is Roxette	In loving memory of Marie Fredriksson.	51	296341
37i9dQZF1DX86aPVQf2emM	This Is Sampha	His finest work, in one playlist	35	52655
37i9dQZF1DX5WbJFtYTzv7	This Is: Skepta	Listen to the brand new album 'Ignorance is Bliss' and all his biggest tracks, all in one place.	62	91040
37i9dQZF1DWWUJdr9ahsbf	This Is Spice Girls	What you really, really want.	43	227765
37i9dQZF1DX8yMCqd4JdaS	This is Sting	Sting, the essential tracks, all in one playlist.	50	418474
37i9dQZF1DX5joH2aOAS4r	This Is Take That	Never Forget all their biggest hits.	44	133221
37i9dQZF1DX9AFOBBZSMWw	This Is Stormzy	Listen to all of Stormzy's biggest cuts and new music as it drops.	66	277150
37i9dQZF1DX4UK2Qu9x6KC	This Is Tina Turner	Tina Turner's most essential tracks, all in one playlist.	38	233473
37i9dQZF1DX4c84KflUhSt	This Is Tony Bennett	The essential tracks, all in one playlist.	50	96796
37i9dQZF1DX4cEqBpR9k1C	This Is Trentemøller	Immerse yourself in the dark and beautiful sound of Trentemøller.	35	33658
37i9dQZF1DX8kI525v95Yu	This Is U2	The greatest hits of U2, all in one place.	57	963064
37i9dQZF1DWUHyTgDVMaG1	This Is Van Morrison	Van Morrison, the essential tracks, all in one playlist.	57	222024
37i9dQZF1DWYrXu9rm1zUZ	This Is Volbeat	Check out the essential tracks by Volbeat.	39	283446
37i9dQZF1DXbW9wx2hgf03	This is: Wiley	Immerse yourself in the sounds of The Godfather of Grime - Wiley	47	23217
37i9dQZF1DX7mMRxgkst0Y	This Is The Fall	Their finest work, in one playlist	62	17761
37i9dQZF1DWY3pbjsJ6MxA	Best of John Peel Sessions	Celebrate legendary DJ/BBC Radio 1 host John Peel's legacy in this collection of highlights from 5 decades of <a href="https://en.wikipedia.org/wiki/List_of_Peel_sessions">Peel Sessions</a>. Hear Pavement covering <a href="spotify:user:spotify:playlist:37i9dQZF1DX7mMRxgkst0Y">The Fall</a>, acoustic Morrissey, Nirvana before Nevermind, Bowie debuting Hunky Dory outtake, and many more.	60	76565
37i9dQZF1DWSp9aN7lDNHp	This Is The xx	A selection of the best songs from their albums and beyond.	30	222373
37i9dQZF1DX4n3DaGTtM0p	This Is: David Axelrod		23	10380
37i9dQZF1DX4s3V2rTswzO	Classical Romance	Spend some quality time with these romantic <a href="spotify:genre:classical">classical</a> masterpieces.	97	369977
37i9dQZF1DWXjj6kdiviS0	Baroque Classics	Classics from the Baroque era.	37	179567
37i9dQZF1DWVx3vT1QCKCV	This Is John Coltrane	The jazz giant's classic recordings.	50	154683
2NFOUmp2wyR5CrXtKDkUkB	1960s Nostalgia	Those were the days, this was the music...	67	18290
1o2bTwofazfzElA5mXGf2t	Breakup Blues	From denial and pleading to anger and acceptance, this genre-blending playlist will carry you through each stage of your breakup blues.	44	213
6cdV0hVW2suJaMOxzwE46S	I Hate My Job.	We've all been there. This playlist can help. Just don't let your boss catch you listening....	38	2355
2uhsnHgI4F2eFyvoMHY0GR	Instrumental Rock	Rock your workday lyric free with classic rock favorites, meditative heavy metal, and art rock wonders.	42	29582
2uVP1agvV5rba3MqLQ0pzy	Avant Folk	Despite their nomenclature defying eclecticism, these folk inspired artists share a collective penchant for welding experimentation with tradition.	45	258
37i9dQZF1DX3BqHI5fuXWV	This Is Miles Davis	The best tracks from the great Miles Davis.	75	181380
37i9dQZF1DXdEXmWwCHnI5	Office Offensive	Job talk, work-life rants, office espionage, and more. [Warning: Explicit Content]	27	13930
37i9dQZF1DX8NZFqAdV1lo	Unsolicited Advice	Some advice is best taken with a pillar of salt. [Warning: Explicit Content]	26	8600
0BbcjurkvWrkWxKKLzcqIP	The Perfect Crafternoon	Soundtrack a perfect crafternoon spent scrapbooking, knitting, or working on projects with friends.	70	567
37i9dQZF1DX2mmt7R81K2b	Jazz Meets Classical	Where jazz meets classical, and classical meets jazz. Cover: Chick Corea	50	240121
37i9dQZF1DWSRoT7QRAibZ	Comedy Top Tracks	Get to know some of the most loved comedians on Spotify with this collection of their top 5 tracks &amp; newest releases.	102	321144
37i9dQZF1DX4b3CsyjLN6p	20 Questions	It's like that game you use to play when you were bored, only different. [Warning: Explicit Content]	20	7610
37i9dQZF1DWWsTBFM3ksVb	The Funny Thing About Football Is...	Comedians weigh in on all things sports, football, and -of course- the Super Bowl.	34	7043
37i9dQZF1DX9O8pzsnCkf6	Women of Comedy	A collection of sessions from some of the best comedians of all time.	146	66341
37i9dQZF1DXb85CZUwGLzX	A Monty Python Emporium	Silly-walk your way through the entire Monty Python catalogue.	436	14025
37i9dQZF1DXdWZwKY7xcB3	Music Jokes	Comedians ponder all things music, including their favorite celebrities and pop culture icons. [Warning: Explicit Content]	71	4841
44XJR1i3Vl2B3acOEYwinE	Power Ballads	You know you love them.... Get ready to sing like no one is listening to scores of timeless pop and rock power ballads.	79	2189
37i9dQZF1DWVV27DiNWxkR	Sad Indie	The premier alternative melancholia playlist.	94	947736
2YeGkAUQhmO8TCjSMbFYWf	Energy + Positivity	Honor your body, fuel your mind. Love Life. Live Yoga.	22	8619
37i9dQZF1DWTwzVdyRpXm1	Desi Hits	Desi hits from South Asia. Cover: Badshah	55	409248
0op6xwVK9pVhcxozSQPEsJ	Namaste	Take some time out of your day to recharge your mind.	93	2381
2Ph68VcwRfqRdnrKhY3oPS	Rustic Romance Wedding	A charming musical touch to the most significant moment in your life.	63	993
2VxQy0Q22k1gP542tzaMCN	Word of Mouth	Explore the evolution of eternal folk songs through some of their essential adaptations – from field recordings to recent releases. Follow for new additions and song cycles!	58	51
37i9dQZF1DXcDxnC0UqHJa	Folksy Covers	Folksy takes on your favorite tracks. Cover: Waxahatchee	115	455628
0sDO43KAaJUWIYassTKWYf	Indie Strings	Songs with some serious violin and cello action.	39	420
2B64RN7KJte5x6iXgg02tv	Vinyasa Flow	Focus your gaze and get into the dynamic flow of this engaging, eclectic mix.	20	1489
3OUguxmuL5x24sMAw4qPku	Acoustic Commute	Turn your commute into a perfect, peaceful drive...	57	2713
37i9dQZF1DWXJyjYpHunCf	Folk Pop	The best of folk-infused pop and singer-songwriter. Cover: Dermot Kennedy	100	746206
37i9dQZF1DX0IyMQV27EGn	Femme Fatale	A collection of powerful voices and dark, alluring siren songs. Cover: Ashley Monroe	70	577154
37i9dQZF1DX79Y9Kr2M2tM	Chill + Atmospheric	Float away on heady orchestrations and haunting harmonies...	99	794404
37i9dQZF1DWU6Vfrf87eTG	Indie Folk for Focus	Zone in (or out) with ethereal, meditative instrumental indie folk and acoustic tracks.	115	691002
5v2J2noHVxPWgSrOw6lZsp	Summertime Vibes	Salt in the air... Sand in my hair... Rooftop sunsets... Celebrate a perfect summer day with hours of coastal acoustic, live versions, and chill hits. | Image: <a href="spotify:artist:24Bq9F6DJfzTaqgmoxT5vm">Corey Harper</a>	157	4451
37i9dQZF1DWTVIaV4KJYuq	Classic Covers	All the classic songs you love—covered. Cover: Sam Smith	118	598548
1W2XJETQjFYdzT4GuhBHmS	More Banjo!	This playlist is perfect for when you've got a fever... and the only prescription is more banjo!	37	338
37i9dQZF1DX8gLrc0tlHvS	Stomp & Holler	Driving rhythms, intricate instrumentation, and full harmonies. Cover: Mumford & Sons	71	263968
37i9dQZF1DX0611i4oGheJ	Soft + Slow	Sweet gems to help you slow down and savor your day.	120	312793
37i9dQZF1DX7Y2xcY13mN1	50 Irish Folk Songs	A collection of 50 Irish folk songs – from classics to recent versions. Cover Artist: Hozier	50	132594
37i9dQZF1DX56crgoe4TG3	Bluegrass Covers	A mix of folk and bluegrass covers of pop, rock, hip-hop, folk, and indie songs. Cover: Molly Tuttle	99	199935
37i9dQZF1DX0RwLEp3x6W4	Bluegrass Origins	Travel back to the start, tracing the roots of what would become bluegrass through to some of it's early hits and gems.	53	54833
43rSnXFDoctqiZxvEqH14P	Chill as Folk	Your go-to collection for just hanging out and doing nothing... or whatever.	56	521
37i9dQZF1DWSNmwgf7Nv11	Boho + Chill	Free-spirited, atmospheric vibes.	162	563524
37i9dQZF1DX6dvuioZhoLo	Vintage Vibes	Old makes new. Cover: <a href="spotify:artist:1EI0B66miJj5Fl408B7E9H">Courtney Marie Andrews</a>	100	202398
37i9dQZF1DX0yL7UvjSKZT	Indie Bluegrass	Fresh takes on that high lonesome sound. Cover: <a href="spotify:artist:4LX0KCPnH7gvxEbVXqXmAE">Molly Tuttle</a>	80	225335
37i9dQZF1DXaUDcU6KDCj4	Fresh Folk	Hear what's new in folk, roots & indie singer-songwriter. Cover: Villagers	154	673995
1IKDP8o4UvpfLh0SJX2e1b	The New Bohemian	Free-spirited, eclectic, and decadent lyrics mix with folksy, indie, and slightly psychedelic acoustics. This is The New Bohemian.	81	138
37i9dQZF1DX9HwI3Crikcm	Irish Folk	Relive last night's fun with jigs and reels out of Ireland – alongside trad tracks inspired and influenced by Celtic traditions.	86	279406
37i9dQZF1DXcFk5r8uS3l2	Blues Roots	You've come to the crossroads of soul, folk, and the blues. Cover: Cedric Burnside	105	389455
37i9dQZF1DX4cukhkYKVZW	SongCraft	Listen to the original demo tracks and stories behind Country&#x27;s biggest hits with acclaimed songwriter Shane McAnally, featuring the EXCLUSIVE release of Kacey Musgraves&#x27; Mama&#x27;s Broken Heart – only on Spotify!	52	298
44Ht3IACEyKqiLBZupIhIk	Sweetgrass	Sweet and slow, soft and soothing... a collection of beautiful bluegrass vocals.	29	211
37i9dQZF1DWV5vqkTng2MA	the new retro	Make it new. Fresh takes on vintage soul, folk, blues, and roots rock. Cover: yola	90	285654
37i9dQZF1DWXnscMH24yOc	Chill Covers	Kick back and relax with a collection of eclectic and unexpected reimaginings. Cover:  Joy Oladokun	200	393775
37i9dQZF1DWVvXA824aCbn	The Piano Bar	A relaxing atmosphere of jazz piano sounds.	100	553285
37i9dQZF1DWVFJtzvDHN4L	Cinematic Chillout	Relaxing soundtracks to help you escape and unwind.	55	630401
37i9dQZF1DXe5Q8muTQked	Ultimate Covers	Kick back with a mix of covers.	220	1060265
37i9dQZF1DX9G9wwzwWL2k	Epic Classical	Lend a little drama to the occasion with this collection of truly epic classical music.	107	475424
37i9dQZF1DX504r1DvyvxG	Classic Acoustic	Kick back with a chill collection of iconic acoustics and new tracks with that classic feel. Cover: Joni Mitchell	100	2277519
37i9dQZF1DXbvE0SE0Cczh	Jukebox Joint	From new retro to classic country blues, honky tonk, rockabilly, and more...	53	233615
37i9dQZF1DX28npkgy2RE4	Modern Eclectic	New styles, deep sounds. Cover: Courtney Barnett	125	354420
37i9dQZF1DX58NJL8iVBGW	Southern Gothic	Deep, dark, dramatic. Roots rock, folk, and Americana—with a gothic soul.	100	430322
37i9dQZF1DX9pryhDLql25	Boozy Brunch	Gather your friends for the cherished ritual that is brunch. If not for the pomo irony, then for the endless hibiscus lavender mimosas.	75	182490
